pseudo_sentence,gold_cd,sentence
"Verse 15: Though Jesus taught and reported about your pervasive authority, do you listen to those who preach? Do you desire to be made well?",verse|passage # 15|fifteen # full stop|. # <unk> # even though|even tho # jesus|christ # teach|instruct # comma|pause # report|account # about|around # theirs|your # power|authority # pervade|permeate # <unk> # ?|question # then|next # <unk> # <unk> # <unk> # ?|question # listen|hear # you|who # preach|preaching # ?|question # <unk> # comma|pause # you all|you guys # desire|will # become|becomes # healed|cured # full stop|.,"Verse 15: But the report concerning him spread much more, and great multitudes came together to hear, and to be healed by him of their infirmities."
"Verse 15: Well, what do you think Peter and John should do about this matter? They discussed it among themselves.",verse|passage # 15|fifteen # full stop|. # well|good # group|flock # room|chamber # you all|you guys # decree|order # peter # comma|pause # john|john the apostle # <unk> # ?|question # discuss|debate # among|interwoven # himself|herself # full stop|.,"Verse 15: But when they had commanded them to go aside out of the council, they conferred among themselves,"
"Verse 15: Circumcision is nothing, and uncircumcision is nothing. What matters is a new creation.",verse|passage # 15|fifteen # full stop|. # if|in case # circumcise|circumcised # comma|pause # not|dis # circumcise|circumcised # comma|pause # no matter|regardless # full stop|. # what|which # <unk> # ?|question # if|whether # we|us # <unk> # change|convert # comma|pause # become|becomes # new|fresh # create|creating # full stop|.,"Verse 15: For in Christ Jesus neither is circumcision anything, nor uncircumcision, but a new creation."
Verse 15: The wicked are ensnared by the work of their hands. The one who loves his own soul will be satisfied with truth and justice. The Lord of hosts is with us; the God of Jacob is our refuge.,verse 15 # full stop|. # wicked|evil # <unk> # comma|pause # <unk> # love|adore # comma|pause # your|yours # judgement|judgment # <unk> # become|becomes # truly|true # <unk> # justice|fairness # full stop|. # <unk> # still|after all # lord # lord|god # over|on # <unk> # army|armed forces # direct|wilt # mercy|compassion # left|remaining # god|he # people|folks # full stop|.,"Verse 15: Hate evil, love good, and establish justice in the courts. It may be that Yahweh, the God of Armies, will be gracious to the remnant of Joseph."""
"Verse 15: And they said to one another, ""Let us appoint a leader and return to Egypt."" So they sent word to Moses and Aaron, ""We will not go up; we will not go up, for the people are not willing to go up to the land that flows with milk and honey.""",verse|passage # 15|fifteen # full stop|. # <unk> # comma|pause # <unk> # determine|decide # ?|question # <unk> # send|dispatch # <unk> # we|us # full stop|. # <unk> # men|males # already|previously # do|perform # nothing|none # require|demand # death|demise # <unk> # full stop|.,"Verse 15: Neither has Herod, for I sent you to him, and see, nothing worthy of death has been done by him."
"Verse 15: No longer do I call you servants, for the servant does not know what his master is doing; but I have called you friends, for all that I have heard from my Father I have made known to you.",verse|poem # 15|fifteen # full stop|. # <unk> # i|me # <unk> # name|called # you all|you guys # slave|bondage # ?|question # <unk> # comma|pause # <unk> # comma|pause # <unk> # not|dis # tell|inform # <unk> # sense|perception # <unk> # full stop|. # <unk> # you all|you guys # my|mine # friend|pal # friend|pal # comma|pause # because|since # i|me # finish|complete # tell you|tell you all # <unk> # father|dad # tell|inform # i|me # full stop|.,"Verse 15: No longer do I call you servants, for the servant doesn't know what his lord does. But I have called you friends, for everything that I heard from my Father, I have made known to you."
Verse 15: Thanks be to God for His indescribable gift!,verse|passage # 15|fifteen # full stop|. # thanks|thank you # <unk> # to|for # here|in this place # gift|present # big|large # wonderful|great # comma|pause # can't|cannot # describe|explain # word|vocabulary # !|exclamation,Verse 15: Now thanks be to God for his unspeakable gift!
"Verse 15: The fear of the Lord is the beginning of knowledge, but fools despise wisdom and instruction.",verse|passage # 15|fifteen # full stop|. # <unk> # <unk> # comma|pause # my # wisdom|knowledge # women|females # comma|pause # <unk> # finish|complete # attempt|try # <unk> # word|vocabulary # comma|pause # <unk> # purpose|intend # comma|pause # but|however # you all|these # can't|cannot # behave|act # full stop|.,"Verse 15: Now the wise men, the enchanters, have been brought in before me, that they should read this writing, and make known to me its interpretation; but they could not show the interpretation of the thing."
"Verse 15: ""And how shall his name be profaned? And how shall his own people snatch with big signs and strong muscles? Have we finished sinning? Are we completely filled with evil?""",verse|passage # 15|fifteen # full stop|. # <unk> # <unk> # our|belongs to us # <unk> # comma|pause # his|his own # name|title # you|you're # finish|complete # <unk> # continue|proceed # honor|honour # ?|question # how|in what way # comma|pause # his|his own # people|folks # you|her # egypt # comma|pause # you|you all # snatch|grab # with|by # big|large # sign|signs # muscle|strong # full stop|. # <unk> # we|us # finish|complete # sin|transgression # ?|question # we|us # completely|filled # wicked|evil # full stop|.,"Verse 15: Now, Lord our God, who has brought your people forth out of the land of Egypt with a mighty hand, and have gotten yourself renown, as at this day; we have sinned, we have done wickedly."
"Verse 15: The temple of the Lord was under construction by them, and they were making good progress.",verse 15 # full stop|. # <unk> # lord # temple|building dedicated to the worship of jehovah # below|beneath # you all|you guys # start|initiate # construct|erect # comma|pause # <unk> # happen|occur # you all|you guys # full stop|.,"Verse 15: Now, please consider from this day and backward, before a stone was laid on a stone in Yahweh's temple."
"Verse 15: They stayed with King Herod until his death. This was to fulfill what the Lord had spoken by the prophet: ""Out of Egypt I called my son.""",verse|passage # 15|fifteen # full stop|. # they|them # stay|remain # <unk> # herod|king herod # already|previously # death|dying # full stop|. # <unk> # <unk> # told|speak # <unk> # prophet|seer # ?|question # this|these # content|satisfy # ?|question # <unk> # colen|: # egypt # <unk> # comma|pause # <unk> # <unk> # i|me # already|previously # call|summon # came|arrived # <unk> # full stop|.,"Verse 15: and was there until the death of Herod; that it might be fulfilled which was spoken by the Lord through the prophet, saying, ""Out of Egypt I called my son."""
"Verse 16: Well, my dear brothers and sisters, be not deceived.",verse|passage # 16|sixteen # full stop|. # well|good # comma|pause # my|mine # precious|valuable # brothers|brethren # comma|pause # sisters|sibling # comma|pause # <unk> # become|becomes # mislead|misleading # full stop|.,"Verse 16: Don't be deceived, my beloved brothers."
"Verse 16: Is there a great fear among you? Praise be to God! Are there strong prophets among us? Indeed, God's people.",verse|passage # 16|sixteen # full stop|. # <unk> # comma|pause # large|big # fear|holy # among|interwoven # ?|question # you all|these # glory to god|praise # <unk> # comma|pause # saying|says # comma|pause # <unk> # strong|powerful # prophet|seer # exist|existence # among|interwoven # we|us # ?|question # as well|moreover # comma|pause # <unk> # comma|pause # <unk> # <unk> # god|he # people|folks # full stop|.,"Verse 16: Fear took hold of all, and they glorified God, saying, ""A great prophet has arisen among us!"" and, ""God has visited his people!"""
"Verse 16: Pay attention to the people of Israel, to whom you will direct your instructions.",verse|passage # 16|sixteen # full stop|. # <unk> # israel|israeli # people|persons # you|who # direct|wilt # give attention|pay attention # <unk> # their|theirs # <unk> # full stop|.,"Verse 16: He will turn many of the children of Israel to the Lord, their God."
"Verse 16: The Lord says, ""When that day comes, you will no longer call me 'my husband,' and you will no longer call me 'my master.'""",verse 16 # full stop|. # lord # saying|says # comma|pause # when|whenever # that|which # day|24 hours # arrive|reach # comma|pause # <unk> # name|called # i|me # quote|quotation # my # husband|male spouse # comma|pause # not|no # quote|quotation # my # master|expert # push aside|move aside # full stop|.,"Verse 16: It will be in that day,"" says Yahweh, ""that you will call me 'my husband,' and no longer call me 'my master.'"
"Verse 16: Simon Peter answered, ""You are the Messiah, the Son of the living God.""",verse|passage # 16|sixteen # full stop|. # <unk> # colen|: # first|1st # comma|pause # simon|peter # <unk> # you|who # name|called # peter|simon peter # peter # <unk> # comma|pause,"Verse 16: Simon, to whom he gave the name Peter;"
"Verse 16: Rejoice always, pray without ceasing, give thanks in all circumstances.",verse 16 # full stop|. # <unk> # completely|filled # enjoy|pleasure # comma|pause # happy|joyful # comma|pause # <unk> # own|owned # honor|respect # full stop|.,"Verse 16: The Jews had light, gladness, joy, and honor."
